gene_id	scaffold	start	end	strand	product
PcrG017812	h1tg000554l	10693	16302	-	
PcrG017813	h1tg000554l	23577	30835	-	
PcrG017814	h1tg000554l	92200	94273	-	
PcrG017815	h1tg000554l	101902	106422	-	
PcrG017816	h1tg000554l	109446	115495	-	
PcrG017817	h1tg000554l	117004	121331	+	
PcrG017818	h1tg000554l	126506	127621	+	
PcrG017819	h1tg000554l	131388	132347	+	
PcrG017820	h1tg000554l	141685	142965	+	
PcrG017821	h1tg000554l	150620	151903	+	
PcrG017822	h1tg000554l	152822	184381	-	
PcrG017823	h1tg000554l	189873	214164	-	
PcrG017824	h1tg000554l	214437	227251	+	
PcrG017825	h1tg000554l	229418	230320	+	
PcrG017826	h1tg000554l	253459	262626	-	
PcrG017827	h1tg000554l	263169	269450	+	
PcrG017828	h1tg000554l	273313	280974	-	
PcrG017829	h1tg000554l	284710	310919	-	
PcrG017830	h1tg000554l	365745	366185	-	
PcrG017831	h1tg000554l	392885	452564	+	
PcrG017832	h1tg000554l	456539	462007	+	
PcrG017833	h1tg000554l	558523	568558	-	
PcrG017834	h1tg000555l	113453	118841	+	
PcrG017835	h1tg000555l	120746	122775	-	
PcrG017836	h1tg000556l	143	6158	+	
PcrG017837	h1tg000556l	223032	226778	-	
PcrG017838	h1tg000556l	226826	231367	-	
PcrG017839	h1tg000556l	264151	265881	-	
PcrG017840	h1tg000556l	362072	370685	-	
PcrG017841	h1tg000556l	652458	653984	-	
PcrG017842	h1tg000556l	752883	753644	-	
PcrG017843	h1tg000556l	757326	757817	+	
PcrG017844	h1tg000557l	545	4523	+	
PcrG017845	h1tg000557l	6044	8001	+	
PcrG017846	h1tg000557l	9629	42905	-	
PcrG017847	h1tg000557l	139380	160304	+	
PcrG017848	h1tg000557l	162240	163394	-	
PcrG017849	h1tg000557l	166032	166988	-	
PcrG017850	h1tg000557l	171307	178532	-	
PcrG017851	h1tg000557l	264923	273041	-	
PcrG017852	h1tg000557l	335622	337297	+	
PcrG017853	h1tg000557l	381535	393269	+	
PcrG017854	h1tg000557l	416383	420218	-	
PcrG017855	h1tg000557l	420328	429081	+	
PcrG017856	h1tg000557l	433368	439032	-	
PcrG017857	h1tg000557l	442614	451371	+	
PcrG017858	h1tg000557l	454816	470901	+	
PcrG017859	h1tg000557l	474339	482907	-	
PcrG017860	h1tg000558l	2105	24593	-	
PcrG017861	h1tg000558l	25110	29335	+	
PcrG017862	h1tg000558l	43900	44473	+	
PcrG017863	h1tg000558l	47193	51192	+	
PcrG017864	h1tg000558l	117774	128256	-	
PcrG017865	h1tg000558l	191270	193393	-	
PcrG017866	h1tg000558l	213443	213787	+	
PcrG017867	h1tg000558l	219596	226160	-	
PcrG017868	h1tg000558l	226702	229803	+	
PcrG017869	h1tg000558l	233492	234733	-	
PcrG017870	h1tg000558l	243927	244741	-	
PcrG017871	h1tg000558l	250074	253477	-	
PcrG017872	h1tg000558l	256002	267616	-	
PcrG017873	h1tg000558l	329019	340330	-	
PcrG017874	h1tg000558l	353654	366854	+	
PcrG017875	h1tg000558l	387014	388069	-	
PcrG017876	h1tg000558l	396091	397140	-	
PcrG017877	h1tg000558l	413871	417297	+	
PcrG017878	h1tg000558l	420459	423620	+	
PcrG017879	h1tg000558l	461783	481501	+	
PcrG017880	h1tg000558l	493396	503477	+	
PcrG017881	h1tg000558l	509500	527340	+	
PcrG017882	h1tg000558l	541210	566477	-	
PcrG017883	h1tg000559l	4643	8830	-	
PcrG017884	h1tg000559l	29422	29922	+	
PcrG017885	h1tg000559l	31074	37225	-	
PcrG017886	h1tg000559l	60968	75526	+	
PcrG017887	h1tg000559l	81383	82488	-	
PcrG017888	h1tg000559l	90085	111160	-	
PcrG017889	h1tg000559l	129039	133489	+	
PcrG017890	h1tg000559l	135420	137777	-	
PcrG017891	h1tg000559l	208296	218750	+	
PcrG017892	h1tg000559l	236975	246942	+	
PcrG017893	h1tg000559l	300748	301242	+	
PcrG017894	h1tg000559l	317113	336469	+	
PcrG017895	h1tg000559l	346633	359992	-	
PcrG017896	h1tg000559l	392674	399029	+	
PcrG017897	h1tg000559l	423950	435612	-	
PcrG017898	h1tg000559l	444641	457305	+	
PcrG017899	h1tg000559l	490172	499475	-	
PcrG017900	h1tg000559l	536180	536605	-	
PcrG017901	h1tg000559l	540866	541717	+	
PcrG017902	h1tg000559l	550309	551807	-	
PcrG017903	h1tg000559l	584137	588783	+	
PcrG017904	h1tg000559l	595331	601295	-	
PcrG017905	h1tg000559l	741569	743907	-	
PcrG017906	h1tg000559l	836026	845896	-	
PcrG017907	h1tg000560l	75629	99962	+	
PcrG017908	h1tg000560l	107951	111233	-	
PcrG017909	h1tg000560l	113955	132337	+	
PcrG017910	h1tg000560l	152357	167928	-	
PcrG017911	h1tg000560l	169287	177845	-	
PcrG017912	h1tg000560l	187497	189487	+	
PcrG017913	h1tg000560l	193659	218048	-	
PcrG017914	h1tg000560l	224036	236201	-	
PcrG017915	h1tg000560l	246818	249637	+	
PcrG017916	h1tg000560l	253208	256406	+	
PcrG017917	h1tg000560l	257999	261579	-	
PcrG017918	h1tg000560l	270692	288918	-	
PcrG017919	h1tg000560l	289480	318328	+	
PcrG017920	h1tg000561l	43558	44991	+	
PcrG017921	h1tg000561l	80035	80589	+	
PcrG017922	h1tg000561l	146564	160990	-	
PcrG017923	h1tg000561l	182160	195688	+	
PcrG017924	h1tg000561l	203381	211013	+	
PcrG017925	h1tg000561l	218481	231479	-	
PcrG017926	h1tg000561l	231683	232156	+	
PcrG017927	h1tg000561l	232292	237930	+	
PcrG017928	h1tg000561l	240361	243907	-	
PcrG017929	h1tg000561l	251618	257730	+	
PcrG017930	h1tg000561l	264738	270321	+	
PcrG017931	h1tg000561l	274578	283384	+	
PcrG017932	h1tg000562l	65957	67939	+	
PcrG017933	h1tg000562l	149011	153310	-	
PcrG017934	h1tg000562l	155315	157609	+	
PcrG017935	h1tg000562l	170285	171799	-	
PcrG017936	h1tg000562l	180551	195817	-	
PcrG017937	h1tg000562l	195956	205627	+	
PcrG017938	h1tg000562l	207338	208585	-	
PcrG017939	h1tg000562l	216840	219865	-	
PcrG017940	h1tg000562l	224089	233248	-	
PcrG017941	h1tg000562l	241518	242168	-	
PcrG017942	h1tg000562l	267039	268676	-	
PcrG017943	h1tg000562l	330861	332489	-	
PcrG017944	h1tg000562l	338334	339461	-	
PcrG017945	h1tg000562l	346542	348007	-	
PcrG017946	h1tg000562l	353559	356760	-	
PcrG017947	h1tg000562l	360524	362147	-	
PcrG017948	h1tg000562l	367186	368313	-	
PcrG017949	h1tg000562l	380943	382556	-	
PcrG017950	h1tg000562l	406834	407961	-	
PcrG017951	h1tg000562l	423669	424796	+	
PcrG017952	h1tg000562l	426693	444057	-	
PcrG017953	h1tg000562l	444258	448495	+	
PcrG017954	h1tg000562l	453965	455465	+	
PcrG017955	h1tg000562l	457977	460133	+	
PcrG017956	h1tg000562l	464522	469253	+	
PcrG017957	h1tg000562l	471369	476038	+	
PcrG017958	h1tg000562l	480572	483272	+	
PcrG017959	h1tg000563l	67020	68134	+	
PcrG017960	h1tg000563l	98011	98979	-	
PcrG017961	h1tg000563l	104242	105228	-	
PcrG017962	h1tg000563l	109093	110169	+	
PcrG017963	h1tg000563l	133495	134553	-	
PcrG017964	h1tg000563l	139214	140251	-	
PcrG017965	h1tg000563l	157674	160835	+	
PcrG017966	h1tg000563l	238403	239437	+	
PcrG017967	h1tg000563l	243058	266576	+	
PcrG017968	h1tg000563l	270761	275806	+	
PcrG017969	h1tg000564l	210	1335	+	
PcrG017970	h1tg000564l	49123	50235	+	
PcrG017971	h1tg000564l	132121	157123	+	
PcrG017972	h1tg000564l	165082	174056	-	
PcrG017973	h1tg000564l	186750	189095	-	
PcrG017974	h1tg000564l	190893	211892	-	
PcrG017975	h1tg000564l	220791	239223	+	
PcrG017976	h1tg000564l	264273	267191	-	
PcrG017977	h1tg000564l	268922	276208	+	
PcrG017978	h1tg000564l	282447	297227	+	
PcrG017979	h1tg000564l	311814	313664	-	
PcrG017980	h1tg000564l	333028	333918	+	
PcrG017981	h1tg000564l	336836	338326	-	
PcrG017982	h1tg000564l	355496	358179	+	
PcrG017983	h1tg000564l	358975	360396	-	
PcrG017984	h1tg000564l	363006	394149	+	
PcrG017985	h1tg000564l	395908	396504	+	
PcrG017986	h1tg000565l	12664	17327	+	
PcrG017987	h1tg000565l	19165	85782	-	
PcrG017988	h1tg000565l	90014	108308	+	
PcrG017989	h1tg000565l	119325	175274	-	
PcrG017990	h1tg000565l	206318	210202	-	
PcrG017991	h1tg000566l	17143	17553	-	
PcrG017992	h1tg000566l	57851	68639	-	
PcrG017993	h1tg000566l	88275	95141	-	
PcrG017994	h1tg000566l	117698	118720	-	
PcrG017995	h1tg000566l	130603	138766	-	
PcrG017996	h1tg000566l	148617	158183	-	
PcrG017997	h1tg000566l	172247	184507	-	
PcrG017998	h1tg000566l	249357	250403	-	
PcrG017999	h1tg000566l	274667	283796	-	
PcrG018000	h1tg000566l	312411	313070	+	
PcrG018001	h1tg000566l	315793	316821	+	
PcrG018002	h1tg000566l	318376	318717	+	
PcrG018003	h1tg000566l	320058	320888	+	
PcrG018004	h1tg000566l	322393	322989	+	
PcrG018005	h1tg000566l	386058	388341	-	
PcrG018006	h1tg000566l	426772	427401	-	
PcrG018007	h1tg000566l	427562	427816	-	
PcrG018008	h1tg000566l	429384	430415	-	
PcrG018009	h1tg000566l	466572	467150	-	
PcrG018010	h1tg000566l	468309	469190	-	
PcrG018011	h1tg000566l	486154	487194	-	
PcrG018012	h1tg000566l	495672	496703	+	
PcrG018013	h1tg000566l	520021	520977	+	
PcrG018014	h1tg000566l	527115	527489	-	
PcrG018015	h1tg000566l	532390	533085	+	
PcrG018016	h1tg000566l	547814	548524	+	
PcrG018017	h1tg000566l	572957	574042	+	
PcrG018018	h1tg000566l	583889	584392	-	
PcrG018019	h1tg000566l	589858	590898	+	
PcrG018020	h1tg000566l	595720	609746	+	
PcrG018021	h1tg000566l	635267	636025	+	
PcrG018022	h1tg000566l	646863	652078	+	
PcrG018023	h1tg000566l	672319	688486	+	
PcrG018024	h1tg000566l	712535	713215	+	
PcrG018025	h1tg000566l	766405	770871	+	
PcrG018026	h1tg000566l	815727	816794	+	
PcrG018027	h1tg000566l	829552	833805	+	
PcrG018028	h1tg000566l	851517	856737	-	
PcrG018029	h1tg000566l	868824	879115	-	
PcrG018030	h1tg000566l	890432	891508	-	
PcrG018031	h1tg000566l	900308	905170	-	
PcrG018032	h1tg000566l	908519	914183	+	
PcrG018033	h1tg000566l	914217	916319	+	
PcrG018034	h1tg000566l	917466	917888	-	
PcrG018035	h1tg000566l	921373	925863	-	
PcrG018036	h1tg000566l	937409	942672	-	
PcrG018037	h1tg000566l	946708	948184	+	
PcrG018038	h1tg000567l	90521	95829	+	
PcrG018039	h1tg000567l	97013	101131	-	
PcrG018040	h1tg000567l	153443	154108	-	
PcrG018041	h1tg000567l	202471	206590	-	
PcrG018042	h1tg000567l	305356	306581	-	
PcrG018043	h1tg000567l	307254	310081	-	
PcrG018044	h1tg000567l	332587	344535	-	
PcrG018045	h1tg000567l	349362	351819	+	
PcrG018046	h1tg000567l	358540	361177	+	
PcrG018047	h1tg000567l	382805	385771	-	
PcrG018048	h1tg000567l	396218	397192	-	
PcrG018049	h1tg000567l	400727	401860	+	
PcrG018050	h1tg000567l	432677	451690	+	
PcrG018051	h1tg000567l	464948	479890	+	
PcrG018052	h1tg000567l	503957	504568	-	
PcrG018053	h1tg000567l	536157	540240	+	
PcrG018054	h1tg000567l	540720	544182	-	
PcrG018055	h1tg000567l	555392	555844	+	
PcrG018056	h1tg000567l	594590	623601	+	
PcrG018057	h1tg000567l	628113	629231	+	
PcrG018058	h1tg000567l	636579	637876	+	
PcrG018059	h1tg000567l	754619	761483	-	
PcrG018060	h1tg000567l	767661	772906	+	
PcrG018061	h1tg000567l	777014	781343	-	
PcrG018062	h1tg000567l	821739	824218	+	
PcrG018063	h1tg000567l	826210	827472	-	
PcrG018064	h1tg000567l	828264	840598	+	
PcrG018065	h1tg000567l	842116	852049	-	
PcrG018066	h1tg000567l	852658	871048	+	
PcrG018067	h1tg000567l	873510	892813	+	
PcrG018068	h1tg000567l	897533	900357	-	
PcrG018069	h1tg000567l	900634	903625	+	
PcrG018070	h1tg000567l	953436	954335	-	
PcrG018071	h1tg000567l	959301	962471	-	
PcrG018072	h1tg000567l	969264	976461	-	
PcrG018073	h1tg000567l	978294	995960	+	
PcrG018074	h1tg000567l	1016848	1017189	-	
PcrG018075	h1tg000567l	1017413	1021261	+	
PcrG018076	h1tg000567l	1021833	1029067	-	
PcrG018077	h1tg000567l	1031489	1035688	+	
PcrG018078	h1tg000567l	1038892	1047478	+	
PcrG018079	h1tg000567l	1062547	1063674	-	
PcrG018080	h1tg000567l	1063906	1069381	+	
PcrG018081	h1tg000567l	1073339	1088918	-	
PcrG018082	h1tg000567l	1090752	1091399	+	
PcrG018083	h1tg000567l	1092484	1093815	-	
PcrG018084	h1tg000567l	1095253	1096880	-	
PcrG018085	h1tg000567l	1097127	1098014	+	
PcrG018086	h1tg000567l	1101486	1105985	+	
PcrG018087	h1tg000567l	1129409	1130956	+	
PcrG018088	h1tg000567l	1140419	1146720	-	
PcrG018089	h1tg000567l	1165330	1179811	-	
PcrG018090	h1tg000567l	1366995	1375383	+	
PcrG018091	h1tg000567l	1391046	1411559	-	
PcrG018092	h1tg000567l	1419688	1427623	-	
PcrG018093	h1tg000567l	1500711	1508323	-	
PcrG018094	h1tg000567l	1512288	1523309	+	
PcrG018095	h1tg000567l	1530641	1531723	+	
PcrG018096	h1tg000567l	1532868	1537469	-	
PcrG018097	h1tg000567l	1549636	1555681	+	
PcrG018098	h1tg000567l	1601791	1611734	+	
PcrG018099	h1tg000567l	1619037	1626204	+	
PcrG018100	h1tg000567l	1690701	1694890	-	
PcrG018101	h1tg000567l	1696949	1698373	+	
PcrG018102	h1tg000567l	1699701	1701227	-	
PcrG018103	h1tg000567l	1704529	1706025	+	
PcrG018104	h1tg000567l	1712931	1714436	+	
PcrG018105	h1tg000567l	1736222	1737754	+	
PcrG018106	h1tg000567l	1740178	1778135	+	
PcrG018107	h1tg000567l	1780149	1783790	-	
PcrG018108	h1tg000567l	1785029	1791907	+	
PcrG018109	h1tg000567l	1802288	1802971	-	
PcrG018110	h1tg000567l	1819058	1835909	+	
PcrG018111	h1tg000567l	1837274	1856917	+	
PcrG018112	h1tg000567l	2101071	2102204	+	
PcrG018113	h1tg000568l	8860	17865	-	
PcrG018114	h1tg000568l	32458	33485	-	
PcrG018115	h1tg000568l	37924	41531	-	
PcrG018116	h1tg000568l	100847	102401	-	
PcrG018117	h1tg000568l	153268	182574	-	
PcrG018118	h1tg000568l	195525	209305	-	
PcrG018119	h1tg000568l	269704	271968	-	
PcrG018120	h1tg000568l	382900	383892	-	
PcrG018121	h1tg000568l	428941	459867	+	
PcrG018122	h1tg000568l	490455	492527	+	
PcrG018123	h1tg000568l	495725	526925	-	
PcrG018124	h1tg000568l	533847	542894	-	
PcrG018125	h1tg000568l	546469	548497	+	
PcrG018126	h1tg000568l	556710	557042	-	
PcrG018127	h1tg000568l	565328	565858	+	
PcrG018128	h1tg000568l	596098	596727	+	
PcrG018129	h1tg000568l	601092	625168	-	
PcrG018130	h1tg000568l	626177	627514	+	
PcrG018131	h1tg000568l	630451	631785	+	
PcrG018132	h1tg000568l	652326	653645	+	
PcrG018133	h1tg000568l	661078	668507	-	
PcrG018134	h1tg000568l	671933	672334	-	
PcrG018135	h1tg000568l	674197	676355	-	
PcrG018136	h1tg000568l	681890	683862	-	
PcrG018137	h1tg000568l	688248	695306	+	
PcrG018138	h1tg000568l	716178	728052	-	
PcrG018139	h1tg000569l	29497	45982	-	
PcrG018140	h1tg000569l	50463	65677	-	
PcrG018141	h1tg000569l	70660	81667	-	
PcrG018142	h1tg000569l	88938	90079	-	
PcrG018143	h1tg000569l	197140	197367	+	
PcrG018144	h1tg000569l	201071	233567	-	
PcrG018145	h1tg000569l	245415	276434	+	
PcrG018146	h1tg000569l	302613	308398	+	
PcrG018147	h1tg000569l	309557	347632	-	
PcrG018148	h1tg000569l	372986	385558	+	
PcrG018149	h1tg000569l	390498	405655	+	
PcrG018150	h1tg000569l	407688	412437	+	
PcrG018151	h1tg000569l	417224	431290	+	
PcrG018152	h1tg000569l	444726	446222	-	
PcrG018153	h1tg000569l	450066	451905	+	
PcrG018154	h1tg000569l	454377	460126	-	
PcrG018155	h1tg000570l	7599	8512	-	
PcrG018156	h1tg000570l	9910	16146	+	
PcrG018157	h1tg000570l	36926	41504	+	
PcrG018158	h1tg000570l	61216	68274	+	
PcrG018159	h1tg000570l	71793	73828	-	
PcrG018160	h1tg000570l	79317	80573	+	
PcrG018161	h1tg000570l	119544	126787	-	
PcrG018162	h1tg000570l	143601	145199	-	
PcrG018163	h1tg000570l	148829	160068	-	
PcrG018164	h1tg000570l	162037	174893	-	
PcrG018165	h1tg000570l	190668	198621	+	
PcrG018166	h1tg000570l	204164	221002	+	
PcrG018167	h1tg000570l	242796	253981	+	
PcrG018168	h1tg000570l	256253	273402	-	
PcrG018169	h1tg000570l	279717	285868	-	
PcrG018170	h1tg000570l	292287	292997	-	
PcrG018171	h1tg000570l	330043	330735	-	
PcrG018172	h1tg000570l	345509	346201	-	
PcrG018173	h1tg000570l	367566	373671	-	
PcrG018174	h1tg000570l	392098	425505	-	
PcrG018175	h1tg000570l	431144	443152	-	
PcrG018176	h1tg000570l	582855	589850	-	
PcrG018177	h1tg000570l	595470	601828	-	
PcrG018178	h1tg000570l	602398	607703	+	
PcrG018179	h1tg000570l	610861	612858	-	
PcrG018180	h1tg000570l	627191	630328	-	
PcrG018181	h1tg000570l	657352	660588	-	
PcrG018182	h1tg000570l	671541	679371	-	
PcrG018183	h1tg000570l	679813	680481	+	
PcrG018184	h1tg000570l	683678	700160	+	
PcrG018185	h1tg000570l	750619	751395	-	
PcrG018186	h1tg000570l	751553	764607	+	
PcrG018187	h1tg000570l	768582	775143	-	
PcrG018188	h1tg000570l	777848	781724	+	
PcrG018189	h1tg000570l	783896	785398	-	
PcrG018190	h1tg000570l	798311	799798	-	
PcrG018191	h1tg000570l	827098	828585	-	
PcrG018192	h1tg000570l	830619	832109	-	
PcrG018193	h1tg000570l	841846	844343	+	
PcrG018194	h1tg000570l	846629	848116	-	
PcrG018195	h1tg000570l	854712	856199	-	
PcrG018196	h1tg000570l	857218	858708	+	
PcrG018197	h1tg000570l	863576	865063	+	
PcrG018198	h1tg000570l	868342	869829	-	
PcrG018199	h1tg000570l	871896	886779	-	
PcrG018200	h1tg000570l	891923	907117	+	
PcrG018201	h1tg000570l	915529	916554	-	
PcrG018202	h1tg000570l	944383	960953	+	
PcrG018203	h1tg000570l	964383	964787	-	
PcrG018204	h1tg000570l	964891	965505	-	
PcrG018205	h1tg000570l	990937	993485	-	
PcrG018206	h1tg000570l	1006103	1009232	+	
PcrG018207	h1tg000570l	1010826	1032115	-	
PcrG018208	h1tg000570l	1033071	1047533	+	
PcrG018209	h1tg000570l	1057285	1060527	+	
PcrG018210	h1tg000570l	1064516	1065352	-	
PcrG018211	h1tg000570l	1075564	1077603	-	
PcrG018212	h1tg000570l	1093861	1094970	+	
PcrG018213	h1tg000570l	1097051	1099368	+	
PcrG018214	h1tg000570l	1101048	1104832	+	
PcrG018215	h1tg000570l	1108133	1114557	-	
PcrG018216	h1tg000570l	1114959	1122539	+	
PcrG018217	h1tg000570l	1130077	1138443	+	
PcrG018218	h1tg000570l	1144605	1149428	-	
PcrG018219	h1tg000570l	1153782	1164146	-	
PcrG018220	h1tg000570l	1164413	1179930	+	
PcrG018221	h1tg000570l	1201891	1202784	-	
PcrG018222	h1tg000570l	1216430	1224511	+	
PcrG018223	h1tg000570l	1237493	1239095	+	
PcrG018224	h1tg000570l	1243188	1245111	+	
PcrG018225	h1tg000570l	1249745	1250960	+	
PcrG018226	h1tg000570l	1271100	1275206	+	
PcrG018227	h1tg000570l	1277576	1278154	-	
PcrG018228	h1tg000570l	1280456	1281719	-	
PcrG018229	h1tg000570l	1301988	1327037	+	
PcrG018230	h1tg000570l	1341629	1358319	+	
PcrG018231	h1tg000570l	1359173	1369596	-	
PcrG018232	h1tg000570l	1369880	1379495	+	
PcrG018233	h1tg000570l	1382569	1390861	+	
PcrG018234	h1tg000570l	1391826	1395954	-	
PcrG018235	h1tg000570l	1403390	1406239	+	
PcrG018236	h1tg000570l	1410120	1411079	+	
PcrG018237	h1tg000570l	1425730	1428278	+	
PcrG018238	h1tg000570l	1451155	1452123	+	
PcrG018239	h1tg000570l	1507535	1510035	-	
PcrG018240	h1tg000570l	1520445	1531958	+	
PcrG018241	h1tg000570l	1563698	1592964	+	
PcrG018242	h1tg000570l	1602345	1612354	-	
PcrG018243	h1tg000570l	1625326	1638303	-	
PcrG018244	h1tg000570l	1640964	1671776	+	
PcrG018245	h1tg000570l	1674171	1684751	-	
PcrG018246	h1tg000570l	1695433	1712752	-	
PcrG018247	h1tg000570l	1739702	1747565	-	
PcrG018248	h1tg000570l	1761397	1765278	-	
PcrG018249	h1tg000570l	1765451	1765786	+	
PcrG018250	h1tg000570l	1797785	1809174	+	
PcrG018251	h1tg000570l	1812723	1853156	+	
PcrG018252	h1tg000570l	1875467	1890972	+	
PcrG018253	h1tg000570l	1900927	1901895	-	
PcrG018254	h1tg000570l	1902399	1902911	-	
PcrG018255	h1tg000570l	1946558	1949654	+	
PcrG018256	h1tg000570l	1955550	1965882	-	
PcrG018257	h1tg000570l	1990444	2003543	+	
PcrG018258	h1tg000570l	2013851	2033900	+	
PcrG018259	h1tg000570l	2053455	2076323	-	
PcrG018260	h1tg000570l	2110226	2150793	+	
PcrG018261	h1tg000570l	2191558	2194917	-	
PcrG018262	h1tg000570l	2287283	2332878	+	
PcrG018263	h1tg000570l	2340694	2345005	+	
PcrG018264	h1tg000570l	2431759	2525875	+	
PcrG018265	h1tg000571l	67283	67921	+	
PcrG018266	h1tg000571l	94032	96313	-	
PcrG018267	h1tg000571l	443017	445559	+	
PcrG018268	h1tg000572l	20828	30254	+	
PcrG018269	h1tg000572l	37917	40394	-	
PcrG018270	h1tg000572l	42331	49621	+	
PcrG018271	h1tg000572l	56374	65448	-	
PcrG018272	h1tg000572l	152427	153350	+	
PcrG018273	h1tg000572l	155552	156508	+	
PcrG018274	h1tg000572l	164523	165374	+	
PcrG018275	h1tg000572l	178659	179537	+	
PcrG018276	h1tg000572l	185816	186919	-	
PcrG018277	h1tg000572l	234518	235411	+	
PcrG018278	h1tg000572l	237995	238711	-	
PcrG018279	h1tg000573l	23698	26379	+	
PcrG018280	h1tg000573l	29959	33093	+	
PcrG018281	h1tg000573l	39020	41665	+	
PcrG018282	h1tg000573l	58472	59935	+	
PcrG018283	h1tg000573l	60161	61948	-	
PcrG018284	h1tg000573l	94862	96731	+	
PcrG018285	h1tg000573l	98927	150543	-	
PcrG018286	h1tg000573l	150823	183159	+	
PcrG018287	h1tg000573l	190645	195227	+	
PcrG018288	h1tg000573l	211712	212617	+	
PcrG018289	h1tg000573l	420083	424820	-	
PcrG018290	h1tg000573l	426297	430562	-	
PcrG018291	h1tg000573l	435693	448347	-	
PcrG018292	h1tg000573l	457467	458153	-	
PcrG018293	h1tg000573l	478757	488718	+	
PcrG018294	h1tg000573l	529713	539213	-	
PcrG018295	h1tg000573l	539513	543676	-	
PcrG018296	h1tg000573l	564034	567423	+	
PcrG018297	h1tg000573l	580848	582243	+	
PcrG018298	h1tg000573l	582346	583765	+	
PcrG018299	h1tg000573l	591952	593652	+	
PcrG018300	h1tg000573l	605917	611522	+	
PcrG018301	h1tg000573l	688918	696483	+	
PcrG018302	h1tg000573l	707846	708928	+	
PcrG018303	h1tg000573l	714688	721123	+	
PcrG018304	h1tg000573l	732032	739006	+	
PcrG018305	h1tg000573l	755396	768894	+	
PcrG018306	h1tg000574l	6010	6960	-	
PcrG018307	h1tg000574l	42379	43524	-	
PcrG018308	h1tg000574l	45300	46724	+	
PcrG018309	h1tg000574l	49260	53299	-	
PcrG018310	h1tg000574l	64712	65698	-	
PcrG018311	h1tg000574l	134027	135004	+	
PcrG018312	h1tg000574l	152071	153048	+	
PcrG018313	h1tg000574l	192619	193596	+	
PcrG018314	h1tg000574l	200610	201632	+	
PcrG018315	h1tg000574l	241228	241680	-	
PcrG018316	h1tg000574l	244792	245241	-	
PcrG018317	h1tg000574l	248979	250091	-	
PcrG018318	h1tg000574l	252780	265963	-	
PcrG018319	h1tg000574l	269908	273981	-	
PcrG018320	h1tg000574l	274241	278222	+	
PcrG018321	h1tg000574l	299144	306065	+	
PcrG018322	h1tg000574l	307199	312235	+	
PcrG018323	h1tg000574l	315191	319062	+	
PcrG018324	h1tg000574l	320053	324428	+	
PcrG018325	h1tg000574l	336531	339142	+	
PcrG018326	h1tg000574l	357645	363678	+	
PcrG018327	h1tg000574l	367322	371306	+	
PcrG018328	h1tg000574l	375709	378850	+	
PcrG018329	h1tg000574l	382864	384375	+	
PcrG018330	h1tg000574l	412434	414494	+	
PcrG018331	h1tg000574l	420379	424624	+	
PcrG018332	h1tg000574l	427619	430775	+	
PcrG018333	h1tg000574l	442126	446983	+	
PcrG018334	h1tg000574l	461025	468781	+	
PcrG018335	h1tg000574l	487581	493882	+	
PcrG018336	h1tg000574l	496082	504035	+	
PcrG018337	h1tg000575l	7129	9712	-	
PcrG018338	h1tg000575l	25043	28742	-	
PcrG018339	h1tg000575l	37487	41807	+	
PcrG018340	h1tg000575l	45323	57610	-	
PcrG018341	h1tg000575l	69748	74765	+	
PcrG018342	h1tg000575l	75557	88887	+	
PcrG018343	h1tg000575l	91524	121020	+	
PcrG018344	h1tg000575l	126468	129634	-	
PcrG018345	h1tg000575l	130201	143343	+	
PcrG018346	h1tg000575l	151771	163338	+	
PcrG018347	h1tg000575l	179071	185218	-	
PcrG018348	h1tg000575l	207285	211185	-	
PcrG018349	h1tg000575l	212070	230443	+	
PcrG018350	h1tg000575l	236161	237121	+	
PcrG018351	h1tg000575l	251376	269706	-	
PcrG018352	h1tg000575l	273874	289524	-	
PcrG018353	h1tg000575l	290090	313495	+	
PcrG018354	h1tg000575l	324842	333234	-	
PcrG018355	h1tg000575l	336485	338881	-	
PcrG018356	h1tg000575l	350694	354898	-	
PcrG018357	h1tg000575l	369236	380636	-	
PcrG018358	h1tg000575l	383618	393058	-	
PcrG018359	h1tg000575l	402920	418051	-	
PcrG018360	h1tg000575l	419281	422531	+	
PcrG018361	h1tg000575l	425480	430314	+	
PcrG018362	h1tg000575l	431112	435328	+	
PcrG018363	h1tg000575l	440023	442681	+	
PcrG018364	h1tg000575l	446544	447499	+	
PcrG018365	h1tg000575l	488439	489386	+	
PcrG018366	h1tg000575l	493199	499026	+	
PcrG018367	h1tg000575l	507227	509036	+	
PcrG018368	h1tg000575l	514448	532144	-	
PcrG018369	h1tg000575l	534707	537125	-	
PcrG018370	h1tg000575l	569371	589871	-	
PcrG018371	h1tg000575l	601083	613442	-	
PcrG018372	h1tg000575l	615966	624520	-	
PcrG018373	h1tg000575l	630351	634080	-	
PcrG018374	h1tg000575l	634354	640805	+	
PcrG018375	h1tg000575l	662218	695332	+	
PcrG018376	h1tg000575l	714454	719573	+	
PcrG018377	h1tg000575l	729583	753719	+	
PcrG018378	h1tg000575l	757004	789975	+	
PcrG018379	h1tg000575l	797470	806615	+	
PcrG018380	h1tg000575l	817935	818597	+	
PcrG018381	h1tg000575l	820072	842730	-	
PcrG018382	h1tg000575l	842853	852561	+	
PcrG018383	h1tg000575l	853594	855045	+	
PcrG018384	h1tg000575l	857985	866718	-	
PcrG018385	h1tg000575l	870307	905494	+	
